fish_pos,zone_pos,fish_speed,action,timestamp
584.014404296875,541.102783203125,0.0,1,1750965426.4365442
566.26025390625,537.4976806640625,-144.166748046875,1,1750965426.5597444
541.7025756835938,524.2589111328125,-181.03585815429688,1,1750965426.6724317
515.900634765625,504.1102600097656,-189.1254425048828,0,1750965426.798121
494.27374267578125,490.2564697265625,-187.79168701171875,1,1750965426.9157796
475.02069091796875,482.722412109375,-182.03762817382812,1,1750965427.03686
459.1910400390625,466.0594787597656,-180.683349609375,0,1750965427.1520731
441.4530029296875,454.4383544921875,-166.37693786621094,1,1750965427.2732615
426.65740966796875,447.3836364746094,-151.17071533203125,1,1750965427.38771
414.74493408203125,434.79833984375,-133.59756469726562,0,1750965427.5119128
406.49176025390625,421.77947998046875,-116.58565521240234,1,1750965427.6234767
396.17401123046875,410.8660888671875,-105.31465911865234,0,1750965427.7507956
389.06719970703125,399.1422119140625,-87.08213806152344,0,1750965427.879628
379.89886474609375,388.09759521484375,-76.14430236816406,1,1750965428.0024421
373.5460510253906,384.2655029296875,-67.9404525756836,0,1750965428.118148
367.7458190917969,378.92376708984375,-60.55870819091797,1,1750965428.274667
359.76348876953125,378.6160583496094,-53.0427131652832,1,1750965428.4583654
355.4669189453125,367.91497802734375,-48.929161071777344,0,1750965428.582382
352.1715393066406,364.797607421875,-38.691383361816406,1,1750965428.7232406
347.3927001953125,364.2366027832031,-35.435054779052734,0,1750965428.8469653
344.1078796386719,359.62005615234375,-33.24052810668945,0,1750965428.9729128
343.4349670410156,362.28338623046875,-25.66068458557129,1,1750965429.0939195
339.331298828125,359.2391357421875,-25.14432144165039,0,1750965429.2219265
335.8934326171875,349.7066345214844,-25.983295440673828,0,1750965429.3465185
335.92132568359375,347.9413146972656,-18.215286254882812,1,1750965429.4754868
335.509521484375,341.62835693359375,-13.69517993927002,0,1750965429.5938377
334.03485107421875,330.2599182128906,-13.98875617980957,1,1750965429.8036234
330.32861328125,317.690673828125,-13.51781940460205,0,1750965429.9283688
328.5621337890625,301.04779052734375,-10.983112335205078,0,1750965430.0467925
329.1466064453125,296.4001159667969,-10.12474250793457,0,1750965430.1764402
329.11920166015625,299.298583984375,-9.4745454788208,0,1750965430.2961075
327.8382568359375,309.409423828125,-10.225783348083496,1,1750965430.414902
326.8058776855469,321.02471923828125,-6.0061187744140625,1,1750965430.5348094
326.10552978515625,322.0472717285156,-4.185227870941162,1,1750965430.6552992
327.0206298828125,316.3397216796875,-3.494783878326416,0,1750965430.7702591
325.41229248046875,309.7193298339844,-6.048831939697266,0,1750965430.893984
326.97119140625,317.6660461425781,-1.1187740564346313,1,1750965431.0064166
335.2362060546875,318.3101806640625,14.118154525756836,0,1750965431.1287248
345.13446044921875,320.4188537597656,32.63166427612305,0,1750965431.2428122
352.75433349609375,324.8396301269531,43.425148010253906,1,1750965431.365866
358.9543151855469,329.004638671875,57.01416778564453,0,1750965431.4786997
364.53955078125,330.8404846191406,63.22175216674805,0,1750965431.6030848
369.904052734375,339.91400146484375,59.288230895996094,1,1750965431.7150693
375.46368408203125,352.9695129394531,50.88187026977539,1,1750965431.8393793
379.7422790527344,363.73309326171875,46.124107360839844,0,1750965431.9515557
385.47149658203125,379.680419921875,44.103126525878906,1,1750965432.0793524
387.8062438964844,391.18914794921875,39.14308547973633,0,1750965432.1954613
392.47113037109375,397.87652587890625,36.734169006347656,1,1750965432.3255014
392.47637939453125,397.9053955078125,27.798355102539062,1,1750965432.4438725
391.22857666015625,396.30035400390625,18.129568099975586,0,1750965432.5661438
389.85418701171875,394.7152099609375,6.7665300369262695,0,1750965432.680944
392.47186279296875,397.9037780761719,6.750910758972168,0,1750965432.8116467
391.21343994140625,396.2828674316406,-2.675963878631592,0,1750965432.9233098
391.21923828125,396.2906494140625,-2.6753993034362793,0,1750965433.0462148
391.22119140625,396.2928771972656,-0.6309429407119751,0,1750965433.1589673
391.21820068359375,396.2853088378906,1.7590692043304443,0,1750965433.2826128
391.21875,396.28533935546875,-2.2449047565460205,0,1750965433.3961177
391.2069091796875,396.2689514160156,-0.010116955265402794,0,1750965433.519801
391.20904541015625,396.27716064453125,-0.01593128778040409,0,1750965433.637783
391.2222900390625,396.28399658203125,0.0020224631298333406,0,1750965433.7614622
