fish_pos,zone_pos,fish_speed,action,timestamp
587.2200927734375,544.3214111328125,0.0,1,1750969655.7467108
578.46435546875,537.005859375,-68.94302368164062,0,1750969655.8737714
565.2682495117188,528.382568359375,-91.55357360839844,1,1750969655.9893565
556.1845703125,523.671630859375,-86.40472412109375,0,1750969656.108694
548.6522216796875,517.2691650390625,-80.74769592285156,1,1750969656.226829
546.0999755859375,510.47540283203125,-68.67764282226562,0,1750969656.3519292
541.4586181640625,502.37799072265625,-62.88840866088867,0,1750969656.467975
538.023681640625,501.68365478515625,-45.7663459777832,1,1750969656.5882876
534.87744140625,497.6710205078125,-35.92589569091797,0,1750969656.705212
532.6470947265625,496.1492919921875,-26.51787757873535,1,1750969656.8384793
528.5977783203125,501.26007080078125,-29.386470794677734,0,1750969656.955034
528.0638427734375,504.3962097167969,-22.244747161865234,1,1750969657.0795512
518.99951171875,509.7765197753906,-32.755271911621094,1,1750969657.191298
498.4720458984375,513.304931640625,-60.146995544433594,1,1750969657.3165805
476.1549377441406,512.23876953125,-95.0488052368164,1,1750969657.433266
459.7405090332031,503.9276123046875,-115.80897521972656,1,1750969657.551747
443.8995361328125,484.6319580078125,-143.17724609375,0,1750969657.6639948
427.2666015625,470.41912841796875,-153.40396118164062,0,1750969657.789796
413.3851318359375,463.2662048339844,-138.351806640625,1,1750969657.9466002
396.26641845703125,445.92095947265625,-124.86737060546875,0,1750969658.084709
384.24224853515625,432.1650390625,-101.81529998779297,1,1750969658.6011908
343.25860595703125,383.7060241699219,-97.2923812866211,0,1750969658.947225
324.1243896484375,365.35211181640625,-89.75556182861328,1,1750969659.1493301
304.7665710449219,367.7867736816406,-94.89725494384766,1,1750969659.3186915
305.52642822265625,347.0003662109375,-69.36497497558594,1,1750969659.5166993
314.7879638671875,340.70196533203125,-48.82990646362305,1,1750969659.6333241
322.0032043457031,326.5625,-14.057851791381836,0,1750969659.7637112
328.9644775390625,316.4407043457031,16.22556495666504,0,1750969659.8861165
336.3470458984375,312.717529296875,50.35884475708008,0,1750969660.0171368
344.05010986328125,321.9722595214844,63.425193786621094,0,1750969660.1284885
349.0522766113281,330.2015686035156,55.895111083984375,1,1750969660.2483113
353.882080078125,344.5006103515625,53.120201110839844,0,1750969660.3647676
357.6665344238281,357.732666015625,47.79595947265625,1,1750969660.48993
361.90838623046875,365.8604431152344,44.104026794433594,0,1750969660.601851
364.4517517089844,369.77239990234375,34.2572135925293,1,1750969660.7294338
370.47613525390625,380.60858154296875,36.383522033691406,1,1750969660.8444622
373.8162841796875,380.6392822265625,33.6458740234375,1,1750969660.9647
375.434814453125,370.889892578125,30.015254974365234,0,1750969661.0985994
376.42205810546875,366.1134948730469,24.037057876586914,0,1750969661.2219338
379.0120849609375,367.5273132324219,24.407272338867188,0,1750969661.3407984
375.36981201171875,377.7742919921875,7.984777927398682,1,1750969661.4632878
