fish_pos,zone_pos,fish_speed,action,timestamp
582.2662353515625,542.9299926757812,0.0,1,1750965454.905538
563.7911987304688,541.4072875976562,-152.13670349121094,1,1750965455.0270529
536.5577392578125,530.2845458984375,-197.11831665039062,1,1750965455.1395054
516.9957275390625,517.4957275390625,-185.49705505371094,0,1750965455.2600698
493.4488220214844,501.32745361328125,-189.7211151123047,1,1750965455.3764193
473.56964111328125,484.5360107421875,-184.50027465820312,0,1750965455.4979415
455.50030517578125,462.1398010253906,-185.458740234375,0,1750965455.6130695
441.8153076171875,445.99334716796875,-159.23475646972656,1,1750965455.7364492
428.4181213378906,428.965576171875,-150.66383361816406,0,1750965455.8485894
416.527099609375,413.3108215332031,-130.34823608398438,0,1750965455.9665236
406.5754699707031,402.76861572265625,-115.5842514038086,0,1750965456.0773494
396.88604736328125,401.63360595703125,-100.83190155029297,1,1750965456.1938565
389.38336181640625,399.1127014160156,-91.74861145019531,0,1750965456.3082933
382.8887023925781,391.00531005859375,-76.3604507446289,1,1750965456.461284
375.4726257324219,385.15496826171875,-66.19601440429688,0,1750965456.6096022
366.0957946777344,371.20159912109375,-50.701194763183594,0,1750965457.3705282
343.3828125,354.4229736328125,-55.273292541503906,1,1750965457.5848124
338.971923828125,359.94921875,-49.26956558227539,0,1750965457.708831
337.5033264160156,366.274658203125,-42.9511833190918,1,1750965457.8439965
335.70672607421875,379.4207763671875,-34.60942077636719,1,1750965458.0608425
333.270751953125,378.9800109863281,-36.12163162231445,0,1750965458.18335
331.65106201171875,375.25482177734375,-17.32434844970703,1,1750965458.3178616
331.6922607421875,375.380615234375,-10.14738655090332,1,1750965458.4390273
330.0944519042969,367.99407958984375,-10.629110336303711,1,1750965458.5594227
328.5877990722656,366.09820556640625,-11.559439659118652,1,1750965458.675851
327.2061767578125,357.1456298828125,-9.84505844116211,0,1750965458.7980003
327.9548645019531,345.14886474609375,-6.111291408538818,0,1750965458.9109523
327.99468994140625,341.15045166015625,-6.112462520599365,1,1750965459.0301533
326.11102294921875,331.0068359375,-6.837713718414307,0,1750965459.1415806
326.642822265625,322.74810791015625,-3.3784096240997314,0,1750965459.2635503
325.0029602050781,322.04254150390625,-3.965747356414795,1,1750965459.378635
328.6106872558594,323.6971435546875,0.6134093999862671,0,1750965459.500837
344.6156921386719,322.68463134765625,29.057092666625977,0,1750965459.6131063
359.43182373046875,328.5560302734375,57.35152053833008,1,1750965459.732054
376.30523681640625,328.7620544433594,85.15070343017578,0,1750965459.8497446
387.28082275390625,327.7576904296875,106.0015869140625,0,1750965459.9716885
400.86236572265625,336.4564514160156,123.81319427490234,0,1750965460.0862188
411.704345703125,360.5079650878906,113.04161071777344,1,1750965460.2085037
419.24603271484375,387.57476806640625,101.50946044921875,1,1750965460.3211763
426.3597106933594,404.55810546875,84.93638610839844,1,1750965460.4387748
434.5880126953125,426.51708984375,81.5302734375,1,1750965460.5515323
441.7706298828125,443.7984619140625,69.58232116699219,0,1750965460.673599
447.23089599609375,453.6379089355469,61.4888801574707,1,1750965460.786816
450.604736328125,460.1079406738281,53.863548278808594,1,1750965460.9040437
455.598876953125,485.66864013671875,50.72372055053711,0,1750965461.0155337
460.76666259765625,478.6186828613281,44.800750732421875,1,1750965461.1347132
462.84765625,483.1983642578125,36.59108352661133,1,1750965461.2516713
463.320068359375,480.69366455078125,27.706317901611328,1,1750965461.3758864
463.15484619140625,484.50689697265625,21.659244537353516,1,1750965461.4895964
463.3085632324219,479.7255554199219,12.952702522277832,0,1750965461.6116824
461.5584411621094,478.34130859375,1.175959587097168,0,1750965461.7244074
