fish_pos,zone_pos,fish_speed,action,timestamp
577.732666015625,535.0100708007812,0.0,1,1750967653.9825604
552.744873046875,523.6611938476562,-214.74168395996094,1,1750967654.0989757
528.6937866210938,505.6640625,-205.21087646484375,0,1750967654.2218752
506.6234436035156,489.71990966796875,-201.75465393066406,0,1750967654.3351622
485.6133117675781,476.613525390625,-193.35855102539062,0,1750967654.4600825
465.44940185546875,469.4788818359375,-189.30911254882812,1,1750967654.5765796
453.9640808105469,465.4767150878906,-165.9224395751953,1,1750967654.6940012
435.2345275878906,448.8757629394531,-160.00204467773438,1,1750967654.8067777
423.9351806640625,442.8330078125,-140.02940368652344,1,1750967654.9257398
410.21295166015625,424.60809326171875,-130.08071899414062,0,1750967655.0416095
402.7633972167969,413.04559326171875,-107.8346939086914,0,1750967655.1619947
391.8797607421875,406.6600646972656,-106.75321197509766,1,1750967655.2797818
382.93426513671875,402.40667724609375,-88.0101547241211,0,1750967655.4034078
376.1058349609375,399.789794921875,-80.91815185546875,1,1750967655.5181632
367.651123046875,402.6859130859375,-70.30774688720703,0,1750967655.6474252
364.95050048828125,401.8304443359375,-62.227508544921875,1,1750967655.7731779
356.87939453125,401.4178771972656,-56.9255256652832,0,1750967655.8956752
354.7547912597656,395.0033874511719,-46.20022964477539,1,1750967656.0090668
350.96173095703125,393.1813659667969,-40.41752243041992,0,1750967656.1330054
347.0872497558594,385.0306701660156,-34.27362060546875,1,1750967656.2447982
344.84954833984375,384.316162109375,-33.44304656982422,0,1750967656.3740659
340.1210632324219,381.0373229980469,-28.56344985961914,0,1750967656.4879236
338.18524169921875,370.72125244140625,-27.935977935791016,1,1750967656.6120064
337.50604248046875,361.734130859375,-23.027324676513672,0,1750967656.7240489
334.65228271484375,354.7052307128906,-20.70737648010254,1,1750967656.84782
334.605712890625,344.8684997558594,-17.324970245361328,0,1750967656.9599788
333.38653564453125,339.59722900390625,-10.874895095825195,1,1750967657.0918882
330.55938720703125,335.7054138183594,-12.206521987915039,0,1750967657.218944
327.41546630859375,335.4720764160156,-16.213489532470703,0,1750967657.3393862
328.4610595703125,334.50469970703125,-9.78168773651123,1,1750967657.4542463
326.6525573730469,336.65478515625,-12.588201522827148,0,1750967657.579419
326.1993713378906,339.32586669921875,-11.510211944580078,1,1750967657.6970441
327.2476806640625,343.5640869140625,-5.344086647033691,1,1750967657.81933
325.367431640625,349.2440185546875,-3.4574973583221436,0,1750967657.9321556
325.7817687988281,349.14300537109375,-4.594371795654297,1,1750967658.0533347
324.0926208496094,352.60223388671875,-4.640781879425049,1,1750967658.168408
324.85284423828125,346.4172668457031,-2.6627426147460938,0,1750967658.2943144
323.7580871582031,334.393310546875,-6.226431846618652,1,1750967658.4127326
317.586669921875,325.9050598144531,-12.886013984680176,0,1750967658.5362613
304.6224365234375,314.33062744140625,-36.94015121459961,0,1750967658.6472006
287.29052734375,309.23980712890625,-62.78266525268555,1,1750967658.7676547
274.07415771484375,309.92547607421875,-86.7356948852539,1,1750967658.8838634
260.6788330078125,303.9403381347656,-106.53852844238281,1,1750967659.0075963
247.88253784179688,290.9843444824219,-119.30035400390625,1,1750967659.1200688
237.09194946289062,282.92755126953125,-113.19038391113281,0,1750967659.2451034
227.19561767578125,264.3652038574219,-101.26310729980469,1,1750967659.3625624
218.3517303466797,254.01638793945312,-92.59898376464844,0,1750967659.4881756
211.02313232421875,241.1640167236328,-84.25944519042969,0,1750967659.5982738
205.60134887695312,230.9151611328125,-70.51197814941406,1,1750967659.7186809
203.00082397460938,226.6440887451172,-57.59637451171875,0,1750967659.8383894
204.88919067382812,226.70758056640625,-37.599815368652344,0,1750967659.9584725
204.83428955078125,226.83001708984375,-23.616168975830078,0,1750967660.0707672
203.89620971679688,226.28233337402344,-11.771225929260254,0,1750967660.1986268
203.896484375,226.28466796875,-2.7639811038970947,0,1750967660.3143225
203.89743041992188,226.28073120117188,1.5822441577911377,0,1750967660.43983
203.89666748046875,226.275390625,-1.564409613609314,0,1750967660.5573878
203.89697265625,226.27606201171875,-1.4661542177200317,0,1750967660.6817956
203.89625549316406,226.28273010253906,-0.00012773954949807376,0,1750967660.7919395
203.895751953125,226.28134155273438,-0.0012268222635611892,0,1750967660.9532318
203.89666748046875,226.28546142578125,-0.0012083376059308648,0,1750967661.0731847
203.89610290527344,226.28619384765625,-5.665472781402059e-05,0,1750967661.84515
575.7540893554688,533.52099609375,8.105081558227539,1,1750967671.020433
555.657470703125,522.1982421875,-24.363811492919922,1,1750967671.1442218
535.0021362304688,503.72845458984375,-60.0006103515625,0,1750967671.2601347
517.0331420898438,494.37408447265625,-88.63712310791016,0,1750967671.3856606
503.211669921875,491.256591796875,-112.03643798828125,1,1750967671.50378
488.8013000488281,491.9498596191406,-143.7898406982422,1,1750967671.6256542
477.4013671875,487.4505615234375,-131.10691833496094,1,1750967671.740879
466.009521484375,471.9709777832031,-113.9248046875,0,1750967671.8643289
457.01483154296875,461.49658203125,-101.56034851074219,0,1750967671.9748938
454.00140380859375,455.72808837890625,-83.13630676269531,1,1750967672.096027
445.420166015625,455.261962890625,-74.39262390136719,1,1750967672.211177
443.0941162109375,450.6465148925781,-58.546348571777344,1,1750967672.329221
438.8580322265625,438.3613586425781,-47.59538269042969,0,1750967672.4421535
435.58154296875,429.0681457519531,-36.652809143066406,0,1750967672.56511
434.5050048828125,426.33770751953125,-33.600807189941406,1,1750967672.6770523
433.2294006347656,427.09173583984375,-20.713451385498047,1,1750967672.8035526
432.15997314453125,421.228271484375,-18.60625648498535,0,1750967672.9201853
