fish_pos,zone_pos,fish_speed,action,timestamp
579.294677734375,541.762451171875,0.0,1,1750965590.520767
543.1167602539062,528.452880859375,-276.652587890625,0,1750965590.651572
527.0361328125,513.5009155273438,-203.14718627929688,0,1750965590.7755973
505.0986328125,501.6688537597656,-191.94873046875,1,1750965590.9049911
481.4735412597656,492.3558349609375,-192.41358947753906,0,1750965591.026887
458.4096374511719,483.44573974609375,-191.81399536132812,0,1750965591.1486747
443.5751953125,479.44476318359375,-161.3424072265625,1,1750965591.2680395
421.9305419921875,472.6567077636719,-169.69839477539062,1,1750965591.3942697
406.4473571777344,461.1977233886719,-162.03305053710938,1,1750965591.5122664
395.1407165527344,441.94915771484375,-126.51053619384766,1,1750965592.210406
354.9413146972656,371.8925476074219,-122.11204528808594,0,1750965592.4504588
349.00146484375,361.038818359375,-105.55029296875,0,1750965592.5936735
347.5212097167969,353.92718505859375,-73.53498840332031,0,1750965592.7241585
346.73651123046875,352.30194091796875,-48.60005187988281,1,1750965592.8439515
347.6607360839844,355.7462158203125,-43.8784065246582,0,1750965592.9686692
346.83453369140625,353.8482971191406,-11.750868797302246,0,1750965593.0903928
346.36468505859375,355.7269287109375,-4.1911940574646,1,1750965593.2178016
346.7733154296875,352.39007568359375,-1.2882745265960693,0,1750965593.346734
351.2890930175781,354.220947265625,7.125895023345947,1,1750965593.4738688
350.230224609375,358.81201171875,3.875413417816162,0,1750965593.5936482
353.56878662109375,359.06256103515625,10.04806137084961,1,1750965593.7323165
355.44024658203125,361.86431884765625,14.085699081420898,0,1750965593.8457208
363.912109375,361.06121826171875,27.672801971435547,1,1750965593.9648805
373.020751953125,362.6573181152344,36.2906608581543,1,1750965594.080736
381.78314208984375,360.37725830078125,52.7984733581543,0,1750965594.1996362
388.92938232421875,357.95513916015625,60.7872200012207,0,1750965594.3112483
397.59246826171875,361.38385009765625,71.68768310546875,0,1750965594.4332561
406.43731689453125,372.7615966796875,72.94355773925781,1,1750965594.5475638
413.8445129394531,390.734619140625,69.27265930175781,1,1750965594.6705034
417.2413635253906,402.6533203125,60.65578079223633,0,1750965594.781462
418.814453125,407.353271484375,50.451454162597656,0,1750965594.9024549
422.9826354980469,421.231689453125,43.34492492675781,1,1750965595.0199609
424.4586181640625,425.08477783203125,30.281200408935547,1,1750965595.1423135
425.99957275390625,426.2736511230469,20.928245544433594,1,1750965595.2565365
428.56756591796875,429.0045166015625,19.044673919677734,1,1750965595.3776731
430.7739562988281,427.5067138671875,20.336223602294922,0,1750965595.4910586
434.16021728515625,428.57293701171875,18.97842788696289,1,1750965595.609218
433.8897705078125,426.56353759765625,16.080669403076172,0,1750965595.720735
433.7293701171875,427.6690673828125,13.110478401184082,1,1750965595.838635
435.6878356933594,432.04681396484375,12.356842041015625,0,1750965595.9510076
436.5279541015625,432.08917236328125,9.824666976928711,1,1750965596.0746124
437.9591369628906,437.98431396484375,6.675102233886719,1,1750965596.185278
436.846435546875,438.100341796875,5.628767013549805,0,1750965596.3306391
437.1171569824219,439.2178955078125,6.360663414001465,1,1750965596.4484046
436.3616027832031,437.8340759277344,1.5420324802398682,0,1750965596.561787
436.84820556640625,439.81475830078125,1.0103089809417725,0,1750965596.679387
436.92999267578125,437.97698974609375,-1.4447448253631592,0,1750965596.8036194
436.9293212890625,437.9697265625,0.08499699085950851,0,1750965596.9152792
436.92950439453125,437.96759033203125,-0.3745022714138031,0,1750965597.037757
436.9276123046875,437.9634094238281,0.9550515413284302,0,1750965597.152073
436.92724609375,437.9678955078125,0.12682846188545227,0,1750965597.2741508
436.928955078125,437.9727783203125,-0.0017955225193873048,0,1750965597.3874032
436.926513671875,437.9499816894531,-0.0041810208931565285,0,1750965597.5234795
436.9288330078125,437.9753112792969,-0.0004642080457415432,0,1750965597.638987
436.9278564453125,437.97955322265625,0.0012364642461761832,0,1750965597.760339
